bank,kredit_id,oy,mijoz_turi,tarmoq,summa,stavka_foiz,muddat_oy,tasnif
Turon Bank,TUR002036,2025-11,jismoniy,xizmat,1894885,22.59,24,standart
Turon Bank,TUR002037,2025-10,yuridik,savdo,89617709,17.53,18,shubhali
Turon Bank,TUR002038,2025-12,yuridik,sanoat,12781719,25.82,24,standart
Turon Bank,TUR002039,2026-01,jismoniy,sanoat,11318134,27.51,24,standart
Turon Bank,TUR002040,2026-02,jismoniy,xizmat,7719059075,20.51,36,standart
Turon Bank,TUR002041,2026-01,jismoniy,qishloq_xoj,17293623,29.98,24,standart
Turon Bank,TUR002042,2025-10,jismoniy,savdo,1829061,24.11,12,standart
Turon Bank,TUR002043,2025-11,yuridik,qurilish,8343463,32.62,18,standart
Turon Bank,TUR002044,2025-11,jismoniy,sanoat,7368819055,33.85,12,standart
Turon Bank,TUR002045,2026-03,yuridik,qishloq_xoj,1942983494,21.51,18,standartdan_past
Turon Bank,TUR002046,2025-10,jismoniy,qishloq_xoj,1411290,15.09,36,standart
Turon Bank,TUR002047,2025-10,yuridik,sanoat,487289096,21.21,60,standart
Turon Bank,TUR002048,2026-03,jismoniy,xizmat,22236797,32.25,24,standart
Turon Bank,TUR002049,2026-02,jismoniy,savdo,8776868,16.31,18,standart
Turon Bank,TUR002050,2025-10,yuridik,qurilish,6955468,23.74,36,standart
Turon Bank,TUR002051,2026-03,yuridik,savdo,1323969190,17.95,18,standart
Turon Bank,TUR002052,2026-01,yuridik,qurilish,20053781,28.5,6,standart
Turon Bank,TUR002053,2025-12,jismoniy,qishloq_xoj,1218391264,22.69,36,standart
Turon Bank,TUR002054,2025-12,jismoniy,xizmat,10227025,15.74,12,standart
Turon Bank,TUR002055,2026-02,jismoniy,xizmat,1424659,32.86,36,standart
Turon Bank,TUR002056,2026-01,jismoniy,xizmat,603311263,15.47,18,standart
Turon Bank,TUR002057,2026-03,yuridik,sanoat,10015509,24.48,12,umidsiz
Turon Bank,TUR002058,2026-02,jismoniy,sanoat,5922361625,29.5,18,umidsiz
Turon Bank,TUR002059,2025-11,yuridik,sanoat,3887351,17.6,12,standart
Turon Bank,TUR002060,2026-02,jismoniy,qurilish,2196539,30.02,24,umidsiz
Turon Bank,TUR002061,2025-10,jismoniy,xizmat,25807452,32.9,24,standartdan_past
Turon Bank,TUR002062,2026-02,yuridik,qishloq_xoj,4269322565,32.86,84,standart
Turon Bank,TUR002063,2026-03,yuridik,qishloq_xoj,1013625128,24.67,6,standart
Turon Bank,TUR002064,2025-10,jismoniy,sanoat,6924627,28.93,84,standart
Turon Bank,TUR002065,2025-11,yuridik,xizmat,13433171,24.91,12,standart
Turon Bank,TUR002066,2025-11,jismoniy,sanoat,28092147,14.39,84,standartdan_past
Turon Bank,TUR002067,2026-01,yuridik,savdo,3188030,25.36,18,standartdan_past
Turon Bank,TUR002068,2025-12,jismoniy,xizmat,1320636348,21.04,6,standart
Turon Bank,TUR002069,2026-02,yuridik,sanoat,37952343,21.32,6,standartdan_past
Turon Bank,TUR002070,2025-12,yuridik,xizmat,223747657,22.63,12,standart
Turon Bank,TUR002071,2026-01,jismoniy,qishloq_xoj,37801102,29.12,12,standartdan_past
Turon Bank,TUR002072,2026-01,jismoniy,sanoat,6351601176,32.63,6,standart
Turon Bank,TUR002073,2026-01,yuridik,qishloq_xoj,2032993,14.37,24,standart
Turon Bank,TUR002074,2026-01,yuridik,xizmat,1744629,14.49,84,standart
Turon Bank,TUR002075,2026-02,jismoniy,sanoat,20613110,17.96,12,standart
Turon Bank,TUR002076,2026-01,jismoniy,qishloq_xoj,821954879,15.36,36,standart
Turon Bank,TUR002077,2026-03,jismoniy,xizmat,83379553,32.03,60,standartdan_past
Turon Bank,TUR002078,2025-11,jismoniy,savdo,55292280,25.88,12,standart
Turon Bank,TUR002079,2025-10,jismoniy,qurilish,9644446123,18.33,12,standartdan_past
Turon Bank,TUR002080,2025-11,yuridik,qurilish,1686993,19.85,24,standart
Turon Bank,TUR002081,2026-03,yuridik,qishloq_xoj,55220743,19.48,36,standart
Turon Bank,TUR002082,2026-02,jismoniy,sanoat,7279206,20.95,12,standart
Turon Bank,TUR002083,2026-02,yuridik,xizmat,5325777,14.29,6,standart
Turon Bank,TUR002084,2026-03,jismoniy,sanoat,4089914564,28.22,12,standart
Turon Bank,TUR002085,2026-01,jismoniy,qurilish,6184191,32.25,60,standart
Turon Bank,TUR002086,2026-02,jismoniy,qishloq_xoj,17649152,30.17,18,standart
Turon Bank,TUR002087,2026-03,yuridik,xizmat,1865490,16.45,60,standart
Turon Bank,TUR002088,2025-11,jismoniy,xizmat,156696329,15.11,12,standart
Turon Bank,TUR002089,2026-01,yuridik,savdo,4727102,14.95,84,standart
Turon Bank,TUR002090,2025-10,yuridik,xizmat,51909918,32.22,24,standart
Turon Bank,TUR002091,2026-03,jismoniy,xizmat,18204384,22.79,84,standart
Turon Bank,TUR002092,2026-01,jismoniy,qishloq_xoj,2146330378,33.13,36,standart
Turon Bank,TUR002093,2025-11,yuridik,xizmat,1596658382,23.35,24,standart
Turon Bank,TUR002094,2025-12,yuridik,qurilish,374614284,21.8,6,standart
Turon Bank,TUR002095,2026-01,yuridik,savdo,4939907,23.21,60,standart
Turon Bank,TUR002096,2026-03,jismoniy,savdo,814428534,24.63,84,standart
Turon Bank,TUR002097,2026-02,jismoniy,qurilish,3477552469,22.95,36,standart
Turon Bank,TUR002098,2025-11,jismoniy,savdo,1282648463,21.21,84,standart
Turon Bank,TUR002099,2025-11,jismoniy,qishloq_xoj,5610968614,31.26,12,standart
Turon Bank,TUR002100,2026-03,jismoniy,qishloq_xoj,150249594,16.45,60,standart
Turon Bank,TUR002101,2025-12,yuridik,xizmat,329433257,22.89,12,standart
Turon Bank,TUR002102,2026-01,yuridik,qishloq_xoj,2084983912,25.5,12,standart
Turon Bank,TUR002103,2026-01,jismoniy,sanoat,23936119,28.31,12,standartdan_past
Turon Bank,TUR002104,2026-03,jismoniy,qurilish,4357497,15.04,6,standart
Turon Bank,TUR002105,2025-12,jismoniy,savdo,2662789,15.03,12,standart
Turon Bank,TUR002106,2025-12,jismoniy,qurilish,1082590701,31.16,18,standart
Turon Bank,TUR002107,2026-01,yuridik,xizmat,1719796620,21.49,60,standart
Turon Bank,TUR002108,2026-03,yuridik,qurilish,4808270392,23.5,6,standart
Turon Bank,TUR002109,2025-11,jismoniy,qurilish,5817205792,16.15,84,standart
Turon Bank,TUR002110,2025-12,yuridik,qishloq_xoj,313780733,27.71,12,standart
Turon Bank,TUR002111,2025-11,jismoniy,xizmat,473444770,19.0,12,standart
Turon Bank,TUR002112,2026-03,jismoniy,savdo,2612138409,17.97,12,standart
Turon Bank,TUR002113,2026-02,jismoniy,savdo,794138076,30.49,24,standart
Turon Bank,TUR002114,2026-03,jismoniy,xizmat,5846091,26.91,6,standart
Turon Bank,TUR002115,2025-10,jismoniy,qishloq_xoj,3611248584,26.39,84,standart
Turon Bank,TUR002116,2025-12,jismoniy,qishloq_xoj,5599874445,21.53,84,standart
Turon Bank,TUR002117,2026-01,yuridik,savdo,188988350,33.1,6,standart
Turon Bank,TUR002118,2026-03,yuridik,qurilish,502106064,28.84,6,standart
Turon Bank,TUR002119,2026-01,jismoniy,qishloq_xoj,12772763,22.53,60,standart
Turon Bank,TUR002120,2025-10,yuridik,qurilish,35278813,30.63,60,shubhali
Turon Bank,TUR002121,2025-10,jismoniy,sanoat,1537948,24.23,60,standart
Turon Bank,TUR002122,2026-02,yuridik,qishloq_xoj,5087972164,15.46,12,standart
Turon Bank,TUR002123,2025-12,jismoniy,xizmat,7463934476,24.91,84,standart
Turon Bank,TUR002124,2025-12,jismoniy,savdo,15440912,30.9,12,standart
Turon Bank,TUR002125,2025-12,jismoniy,qishloq_xoj,220060141,24.69,60,standart
Turon Bank,TUR002126,2026-03,yuridik,qurilish,2142447031,25.39,24,standart
Turon Bank,TUR002127,2026-03,yuridik,sanoat,4505252,32.02,18,standart
Turon Bank,TUR002128,2025-10,yuridik,savdo,94059356,29.4,24,standart
Turon Bank,TUR002129,2025-12,yuridik,qurilish,49498166,31.11,84,standart
Turon Bank,TUR002130,2025-10,yuridik,xizmat,1221467736,28.6,84,standartdan_past
Turon Bank,TUR002131,2026-01,yuridik,qurilish,4470837,14.81,84,standart
Turon Bank,TUR002132,2026-02,jismoniy,qurilish,55110913,16.14,6,standart
Turon Bank,TUR002133,2026-02,yuridik,sanoat,2880016,24.11,6,standart
Turon Bank,TUR002134,2025-11,jismoniy,sanoat,305511173,21.04,12,standartdan_past
Turon Bank,TUR002135,2026-03,yuridik,qishloq_xoj,22021704,30.99,60,standart
Turon Bank,TUR002136,2025-12,yuridik,sanoat,373890587,15.3,6,standart
Turon Bank,TUR002137,2025-11,jismoniy,qurilish,2766926,17.48,60,standart
Turon Bank,TUR002138,2026-02,jismoniy,savdo,60814161,24.63,6,standartdan_past
Turon Bank,TUR002139,2026-01,jismoniy,sanoat,1351961,25.69,12,standart
Turon Bank,TUR002140,2025-12,jismoniy,savdo,99506306,25.76,84,standart
Turon Bank,TUR002141,2026-03,yuridik,sanoat,3787283,28.4,36,standart
Turon Bank,TUR002142,2026-01,yuridik,sanoat,5094380095,20.46,24,shubhali
Turon Bank,TUR002143,2025-12,jismoniy,savdo,1597722626,14.5,12,standart
Turon Bank,TUR002144,2026-02,yuridik,savdo,3258724,27.18,18,standart
Turon Bank,TUR002145,2026-01,jismoniy,qurilish,274700759,18.13,60,standart
Turon Bank,TUR002146,2026-03,jismoniy,xizmat,600633047,27.12,84,standartdan_past
Turon Bank,TUR002147,2026-02,yuridik,xizmat,5553313,14.5,84,standart
Turon Bank,TUR002148,2025-10,yuridik,qishloq_xoj,1697113,33.21,36,standart
Turon Bank,TUR002149,2026-03,yuridik,xizmat,3018708,15.75,12,standart
Turon Bank,TUR002150,2026-01,yuridik,qishloq_xoj,65160102,32.2,6,standart
Turon Bank,TUR002151,2026-02,jismoniy,qurilish,10440848,29.42,12,standartdan_past
Turon Bank,TUR002152,2025-10,jismoniy,sanoat,112937371,17.15,18,standart
Turon Bank,TUR002153,2025-12,yuridik,qurilish,71349000,15.25,12,standart
Turon Bank,TUR002154,2025-10,jismoniy,qurilish,5455833,16.15,84,shubhali
Turon Bank,TUR002155,2025-11,jismoniy,qurilish,2520790641,15.39,18,standart
Turon Bank,TUR002156,2026-03,yuridik,savdo,8128788349,23.17,36,standart
Turon Bank,TUR002157,2026-03,jismoniy,savdo,3335968,28.95,36,standart
Turon Bank,TUR002158,2025-11,jismoniy,qishloq_xoj,416528224,14.99,24,standart
Turon Bank,TUR002159,2026-02,jismoniy,qurilish,6309572406,26.02,60,standart
Turon Bank,TUR002160,2025-12,jismoniy,sanoat,15229356,33.59,36,standart
Turon Bank,TUR002161,2026-02,yuridik,qurilish,56418566,23.33,24,standart
Turon Bank,TUR002162,2026-01,jismoniy,xizmat,438962709,22.49,6,standart
Turon Bank,TUR002163,2026-03,yuridik,savdo,411661462,14.23,12,standartdan_past
Turon Bank,TUR002164,2026-02,jismoniy,sanoat,7980708048,31.95,12,umidsiz
Turon Bank,TUR002165,2026-03,jismoniy,qurilish,2601029,23.82,84,standartdan_past
Turon Bank,TUR002166,2026-03,jismoniy,qishloq_xoj,9791895,17.09,18,standart
Turon Bank,TUR002167,2025-10,yuridik,qurilish,1037901,17.22,6,standart
Turon Bank,TUR002168,2025-12,jismoniy,sanoat,14563644,25.65,24,standart
Turon Bank,TUR002169,2025-12,yuridik,qishloq_xoj,13865025,26.45,84,standart
Turon Bank,TUR002170,2026-02,yuridik,xizmat,9846730608,29.62,60,umidsiz
Turon Bank,TUR002171,2025-11,jismoniy,qishloq_xoj,334469745,15.05,24,standart
Turon Bank,TUR002172,2026-01,yuridik,qurilish,238390267,22.18,18,standart
Turon Bank,TUR002173,2026-03,jismoniy,xizmat,4319916187,32.95,36,standartdan_past
Turon Bank,TUR002174,2026-02,yuridik,qishloq_xoj,29038691,14.88,24,standart
Turon Bank,TUR002175,2025-11,yuridik,qishloq_xoj,1930387,25.76,12,standart
Turon Bank,TUR002176,2026-02,yuridik,qurilish,1183579,27.76,84,standart
Turon Bank,TUR002177,2025-12,yuridik,xizmat,120547567,30.42,84,standart
Turon Bank,TUR002178,2025-12,yuridik,qurilish,3157449544,19.96,24,standart
Turon Bank,TUR002179,2026-03,yuridik,savdo,1287769,15.06,36,standart
Turon Bank,TUR002180,2026-01,yuridik,qurilish,15635385,30.72,84,standart
Turon Bank,TUR002181,2025-12,yuridik,xizmat,4029479949,29.84,24,standart
Turon Bank,TUR002182,2026-01,yuridik,qishloq_xoj,2751802,18.42,12,standart
Turon Bank,TUR002183,2025-11,yuridik,qurilish,823683422,28.96,12,standart
Turon Bank,TUR002184,2025-12,jismoniy,sanoat,9455567,14.47,6,standart
Turon Bank,TUR002185,2026-01,jismoniy,savdo,68029404,23.99,36,standart
Turon Bank,TUR002186,2026-03,jismoniy,savdo,1559265776,18.05,12,standart
Turon Bank,TUR002187,2026-03,yuridik,qurilish,3760265,33.02,84,standart
Turon Bank,TUR002188,2026-01,yuridik,qurilish,27104271,26.64,84,standart
Turon Bank,TUR002189,2025-11,jismoniy,sanoat,54931271,26.21,36,standart
Turon Bank,TUR002190,2025-11,yuridik,xizmat,9391188888,29.41,6,standart
Turon Bank,TUR002191,2026-03,yuridik,qurilish,41878873,32.13,84,standart
Turon Bank,TUR002192,2025-11,yuridik,savdo,25501395,24.68,12,shubhali
Turon Bank,TUR002193,2025-10,jismoniy,savdo,20389289,32.8,6,standart
Turon Bank,TUR002194,2026-02,jismoniy,qurilish,454574798,20.88,60,standart
Turon Bank,TUR002195,2025-11,jismoniy,xizmat,35580333,25.95,60,standart
Turon Bank,TUR002196,2026-01,yuridik,xizmat,1310021,33.05,24,standart
Turon Bank,TUR002197,2025-10,jismoniy,qurilish,165011273,21.63,12,standart
Turon Bank,TUR002198,2025-12,jismoniy,xizmat,2475824881,32.24,24,standart
Turon Bank,TUR002199,2025-12,jismoniy,qishloq_xoj,7336765,21.55,60,standart
Turon Bank,TUR002200,2026-01,yuridik,qishloq_xoj,1577904,24.01,36,standart
Turon Bank,TUR002201,2025-12,jismoniy,sanoat,8104134250,26.66,24,standart
Turon Bank,TUR002202,2025-12,jismoniy,savdo,4275434,20.14,12,standart
Turon Bank,TUR002203,2025-10,yuridik,qishloq_xoj,5154376186,32.93,12,standart
Turon Bank,TUR002204,2026-03,jismoniy,qishloq_xoj,404248889,16.04,6,standart
Turon Bank,TUR002205,2025-10,yuridik,qurilish,4283615,15.61,60,shubhali
Turon Bank,TUR002206,2025-11,yuridik,savdo,3148297,31.28,60,standart
Turon Bank,TUR002207,2026-03,yuridik,savdo,1714441,23.01,36,standart
Turon Bank,TUR002208,2026-01,yuridik,sanoat,43192479,21.65,12,standart
Turon Bank,TUR002209,2025-10,jismoniy,qishloq_xoj,13378953,24.52,60,shubhali
Turon Bank,TUR002210,2026-02,yuridik,xizmat,58612237,17.75,24,standart
Turon Bank,TUR002211,2026-03,jismoniy,xizmat,2036931181,25.78,60,standart
Turon Bank,TUR002212,2025-10,jismoniy,sanoat,7821517,20.07,18,standart
Turon Bank,TUR002213,2026-01,jismoniy,xizmat,49875561,15.87,36,standartdan_past
Turon Bank,TUR002214,2026-03,jismoniy,savdo,3204368180,20.17,6,standart
Turon Bank,TUR002215,2026-03,yuridik,qishloq_xoj,60934289,29.28,12,standart
Turon Bank,TUR002216,2025-10,yuridik,sanoat,43838721,15.75,6,standart
Turon Bank,TUR002217,2025-11,yuridik,savdo,3707185912,27.19,60,standart
Turon Bank,TUR002218,2025-10,jismoniy,savdo,4947569,21.46,36,standart
Turon Bank,TUR002219,2026-02,yuridik,qurilish,6565450,26.44,24,standartdan_past
Turon Bank,TUR002220,2025-11,jismoniy,savdo,12677714,33.46,12,standart
Turon Bank,TUR002221,2026-03,yuridik,sanoat,824722076,31.28,36,standart
Turon Bank,TUR002222,2026-01,yuridik,sanoat,4926512278,20.04,12,standart
Turon Bank,TUR002223,2025-11,yuridik,xizmat,3177070,25.85,84,standart
Turon Bank,TUR002224,2026-01,yuridik,sanoat,1028593,16.5,12,standart
Turon Bank,TUR002225,2026-01,yuridik,sanoat,231767060,26.76,84,standart
Turon Bank,TUR002226,2026-02,yuridik,qishloq_xoj,3785264,23.88,60,standart
Turon Bank,TUR002227,2026-01,yuridik,qurilish,6967193325,20.63,6,standart
Turon Bank,TUR002228,2026-02,yuridik,qurilish,9258151,26.68,60,standartdan_past
Turon Bank,TUR002229,2026-01,yuridik,qishloq_xoj,328123697,28.36,84,standart
Turon Bank,TUR002230,2026-02,yuridik,savdo,1308716754,18.75,60,standart
Turon Bank,TUR002231,2026-01,jismoniy,qurilish,2356369,30.58,6,standart
Turon Bank,TUR002232,2025-12,yuridik,sanoat,1329576729,32.52,12,standart
Turon Bank,TUR002233,2025-12,yuridik,qurilish,12167786,32.37,60,standart
Turon Bank,TUR002234,2026-03,jismoniy,savdo,4407292,18.13,36,standart
Turon Bank,TUR002235,2025-11,yuridik,sanoat,1572875,32.13,12,standart
Turon Bank,TUR002236,2025-12,jismoniy,xizmat,135288487,30.14,6,standart
Turon Bank,TUR002237,2026-01,yuridik,xizmat,1884934,29.55,24,standart
Turon Bank,TUR002238,2026-01,jismoniy,sanoat,71439908,17.89,60,standart
Turon Bank,TUR002239,2025-10,yuridik,sanoat,737676306,24.19,60,standart
Turon Bank,TUR002240,2026-01,yuridik,savdo,2778495,17.93,60,standart
Turon Bank,TUR002241,2025-10,yuridik,savdo,1554177,16.1,18,standart
Turon Bank,TUR002242,2026-02,yuridik,qishloq_xoj,3412587,32.58,84,standart
Turon Bank,TUR002243,2026-01,jismoniy,xizmat,2170668753,33.71,60,standart
Turon Bank,TUR002244,2025-10,yuridik,qishloq_xoj,292264016,15.28,18,standart
Turon Bank,TUR002245,2026-03,yuridik,savdo,2500314595,26.16,18,standart
Turon Bank,TUR002246,2025-12,jismoniy,qurilish,4486104879,17.99,24,shubhali
Turon Bank,TUR002247,2025-12,jismoniy,qurilish,79815246,27.31,84,standart
Turon Bank,TUR002248,2026-01,yuridik,xizmat,1897392524,23.89,6,standart
Turon Bank,TUR002249,2025-11,jismoniy,xizmat,594477955,30.75,84,standart
Turon Bank,TUR002250,2025-12,jismoniy,qurilish,1653093271,29.03,84,standart
Turon Bank,TUR002251,2025-12,yuridik,xizmat,15022464,30.61,36,standart
Turon Bank,TUR002252,2025-12,jismoniy,qurilish,6512241258,15.91,6,standart
Turon Bank,TUR002253,2026-01,yuridik,xizmat,2038986308,29.37,36,standart
Turon Bank,TUR002254,2026-02,yuridik,qurilish,1960128416,18.57,18,standart
Turon Bank,TUR002255,2026-01,jismoniy,xizmat,13424711,15.62,18,standart
Turon Bank,TUR002256,2026-02,yuridik,sanoat,2064645048,16.15,60,standart
Turon Bank,TUR002257,2025-12,jismoniy,sanoat,1799619536,25.61,84,standartdan_past
Turon Bank,TUR002258,2026-02,jismoniy,qurilish,56645384,15.14,60,standart
Turon Bank,TUR002259,2025-11,yuridik,qishloq_xoj,103750627,19.91,84,standart
Turon Bank,TUR002260,2025-11,jismoniy,sanoat,1734341,22.18,24,standart
Turon Bank,TUR002261,2026-02,yuridik,xizmat,201885307,19.52,6,standart
Turon Bank,TUR002262,2026-02,yuridik,qishloq_xoj,71374255,29.91,12,standart
Turon Bank,TUR002263,2025-11,jismoniy,xizmat,2337676759,33.11,36,standart
Turon Bank,TUR002264,2026-03,yuridik,sanoat,2817093679,14.72,6,standart
Turon Bank,TUR002265,2025-11,yuridik,xizmat,6567774,32.27,12,standart
Turon Bank,TUR002266,2026-01,jismoniy,savdo,8372324,23.93,36,standart
Turon Bank,TUR002267,2025-12,jismoniy,xizmat,118390325,19.61,12,standartdan_past
Turon Bank,TUR002268,2025-10,jismoniy,qishloq_xoj,637688967,33.46,24,standart
Turon Bank,TUR002269,2026-01,yuridik,savdo,3884953886,19.0,24,standart
Turon Bank,TUR002270,2026-02,jismoniy,sanoat,2017391877,28.42,24,standartdan_past
Turon Bank,TUR002271,2026-02,yuridik,savdo,36857160,20.75,18,standart
Turon Bank,TUR002272,2026-01,yuridik,qurilish,7233842,14.14,60,standart
Turon Bank,TUR002273,2026-01,yuridik,savdo,5413441698,31.48,84,standartdan_past
Turon Bank,TUR002274,2026-01,yuridik,xizmat,6220938675,33.49,60,standart
Turon Bank,TUR002275,2025-11,yuridik,savdo,4930434,29.6,24,standart
Turon Bank,TUR002276,2025-11,jismoniy,savdo,57963386,22.42,36,shubhali
Turon Bank,TUR002277,2025-11,yuridik,qishloq_xoj,1727522,19.05,12,standart
Turon Bank,TUR002278,2025-12,jismoniy,qurilish,122663791,16.46,60,standart
Turon Bank,TUR002279,2026-02,jismoniy,qishloq_xoj,320230321,18.47,12,standart
Turon Bank,TUR002280,2026-01,yuridik,savdo,11302621,24.09,36,standart
Turon Bank,TUR002281,2026-03,jismoniy,qurilish,18163030,30.37,84,standart
Turon Bank,TUR002282,2025-12,yuridik,qurilish,1007519177,23.8,36,standart
Turon Bank,TUR002283,2026-03,yuridik,qurilish,1504461342,26.49,84,standart
Turon Bank,TUR002284,2026-02,yuridik,qurilish,19958000,28.96,18,standart
Turon Bank,TUR002285,2026-02,yuridik,sanoat,92899714,28.83,18,standart
Turon Bank,TUR002286,2026-01,yuridik,sanoat,2506676279,29.65,60,standartdan_past
Turon Bank,TUR002287,2026-01,yuridik,qishloq_xoj,547746018,32.05,36,standart
Turon Bank,TUR002288,2025-10,yuridik,qishloq_xoj,2805699,31.97,12,shubhali
Turon Bank,TUR002289,2025-11,yuridik,qurilish,9924356,17.88,12,standart
Turon Bank,TUR002290,2025-11,yuridik,xizmat,222050788,14.38,6,standartdan_past
Turon Bank,TUR002291,2026-01,yuridik,qurilish,2891617,30.33,6,standart
Turon Bank,TUR002292,2026-02,jismoniy,qurilish,194235051,29.39,24,shubhali
Turon Bank,TUR002293,2025-11,yuridik,qishloq_xoj,3589403381,28.79,84,standart
Turon Bank,TUR002294,2025-12,jismoniy,xizmat,1585841,25.04,12,standart
Turon Bank,TUR002295,2025-10,yuridik,qishloq_xoj,222833766,20.75,24,standart
Turon Bank,TUR002296,2025-11,jismoniy,xizmat,5974825,23.04,18,standart
Turon Bank,TUR002297,2025-11,jismoniy,savdo,386109846,16.14,24,standart
Turon Bank,TUR002298,2025-11,yuridik,sanoat,2431845827,18.53,18,standart
Turon Bank,TUR002299,2025-11,jismoniy,xizmat,32677140,24.22,84,standart
Turon Bank,TUR002300,2026-01,yuridik,savdo,4615587,15.96,60,standart
Turon Bank,TUR002301,2025-11,jismoniy,xizmat,4853825392,33.56,18,standart
Turon Bank,TUR002302,2026-02,jismoniy,qishloq_xoj,43941374,30.33,36,standart
Turon Bank,TUR002303,2026-02,yuridik,xizmat,12909814,19.54,60,standart
Turon Bank,TUR002304,2026-03,yuridik,qurilish,21317205,23.04,24,standart
Turon Bank,TUR002305,2025-10,jismoniy,savdo,1769497137,18.72,36,standart
Turon Bank,TUR002306,2025-12,jismoniy,xizmat,3793916,30.15,6,standart
Turon Bank,TUR002307,2026-01,jismoniy,xizmat,1275896,19.5,24,standart
Turon Bank,TUR002308,2025-12,jismoniy,qishloq_xoj,8753367755,22.5,36,standart
Turon Bank,TUR002309,2026-02,yuridik,qishloq_xoj,96504770,19.38,36,standart
Turon Bank,TUR002310,2026-01,yuridik,savdo,27592338,30.96,18,standart
Turon Bank,TUR002311,2025-11,jismoniy,savdo,3203269,29.16,84,standart
Turon Bank,TUR002312,2025-11,jismoniy,savdo,729406716,20.19,12,standartdan_past
Turon Bank,TUR002313,2026-02,yuridik,savdo,5614015,33.78,24,standart
Turon Bank,TUR002314,2025-12,yuridik,qishloq_xoj,69317099,32.33,6,standart
Turon Bank,TUR002315,2026-01,jismoniy,sanoat,1701706,25.84,84,standart
Turon Bank,TUR002316,2026-01,jismoniy,qishloq_xoj,5535510,33.01,24,standart
Turon Bank,TUR002317,2026-02,jismoniy,xizmat,123476909,16.57,84,standart
Turon Bank,TUR002318,2025-10,yuridik,qishloq_xoj,36006027,27.64,18,standart
Turon Bank,TUR002319,2025-12,jismoniy,qurilish,15989398,16.04,6,standart
Turon Bank,TUR002320,2025-12,jismoniy,qurilish,3038765,24.84,36,standart
Turon Bank,TUR002321,2025-11,jismoniy,qurilish,3711604,29.49,18,standart
Turon Bank,TUR002322,2025-11,yuridik,sanoat,5044798972,30.57,18,standart
Turon Bank,TUR002323,2026-02,yuridik,sanoat,1119256558,17.29,24,standart
Turon Bank,TUR002324,2026-01,yuridik,qishloq_xoj,6800044192,22.51,60,standart
Turon Bank,TUR002325,2025-11,yuridik,qishloq_xoj,4547025,14.37,12,standart
Turon Bank,TUR002326,2026-02,yuridik,qurilish,5681669173,21.37,84,standart
Turon Bank,TUR002327,2025-11,yuridik,xizmat,11433149,16.57,60,standart
Turon Bank,TUR002328,2026-03,yuridik,xizmat,107584862,16.9,84,standart
Turon Bank,TUR002329,2026-02,yuridik,xizmat,2851783921,23.9,18,standart
Turon Bank,TUR002330,2026-02,jismoniy,qurilish,557259231,27.73,36,standart
Turon Bank,TUR002331,2025-10,yuridik,xizmat,2586219,28.6,60,standart
Turon Bank,TUR002332,2026-02,jismoniy,qishloq_xoj,1275267,25.49,6,standart
Turon Bank,TUR002333,2026-02,yuridik,savdo,4840445,17.7,84,standart
Turon Bank,TUR002334,2025-10,yuridik,xizmat,110194144,24.63,36,standart
Turon Bank,TUR002335,2025-12,yuridik,savdo,507840842,28.76,60,standart
Turon Bank,TUR002336,2026-02,yuridik,savdo,220274921,33.58,24,standart
Turon Bank,TUR002337,2026-01,jismoniy,qurilish,739649974,30.22,24,standart
Turon Bank,TUR002338,2026-01,yuridik,xizmat,8417059987,17.01,36,standart
Turon Bank,TUR002339,2026-02,jismoniy,savdo,13494661,18.03,60,standart
Turon Bank,TUR002340,2025-10,yuridik,sanoat,969150468,28.89,36,standart
Turon Bank,TUR002341,2025-10,yuridik,xizmat,431595481,17.34,60,standart
Turon Bank,TUR002342,2026-03,yuridik,qurilish,71676652,15.67,12,standart
Turon Bank,TUR002343,2025-10,yuridik,savdo,5930202262,29.22,36,standart
Turon Bank,TUR002344,2026-01,jismoniy,qurilish,119917002,19.86,84,standart
Turon Bank,TUR002345,2025-12,yuridik,sanoat,2641639,29.37,18,standart
Turon Bank,TUR002346,2026-02,jismoniy,qishloq_xoj,2205024,28.21,84,standart
Turon Bank,TUR002347,2025-12,jismoniy,qurilish,120149386,17.88,36,standart
Turon Bank,TUR002348,2025-12,jismoniy,qurilish,483083117,19.76,6,standartdan_past
Turon Bank,TUR002349,2025-12,yuridik,qishloq_xoj,21090793,33.22,36,standart
Turon Bank,TUR002350,2026-03,yuridik,savdo,21874990,14.77,18,standart
Turon Bank,TUR002351,2025-12,yuridik,xizmat,262344275,16.96,36,standart
Turon Bank,TUR002352,2025-12,yuridik,savdo,7369553903,27.52,12,standart
Turon Bank,TUR002353,2026-02,jismoniy,savdo,59985084,31.08,18,standart
Turon Bank,TUR002354,2026-03,yuridik,xizmat,6585590109,19.51,84,standart
Turon Bank,TUR002355,2026-03,jismoniy,qurilish,1335485,28.9,60,standart
Turon Bank,TUR002356,2026-01,yuridik,xizmat,400241466,20.03,84,standart
Turon Bank,TUR002357,2025-12,yuridik,xizmat,1876606,25.78,84,standart
Turon Bank,TUR002358,2025-11,jismoniy,xizmat,50126014,21.99,36,standart
Turon Bank,TUR002359,2025-11,jismoniy,qishloq_xoj,61533651,33.32,84,standart
Turon Bank,TUR002360,2026-03,jismoniy,xizmat,1632969147,18.19,6,standart
Turon Bank,TUR002361,2025-12,yuridik,qurilish,1528968944,25.62,36,standart
